year_month,month_of_release,direction,citizenship,visa,country_of_residence,mean_estimate,standard_error,status
2018-10,2018-11,Arrivals,TOTAL,Resident,Myanmar,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Netherlands,5,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,New Caledonia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,New Zealand,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Norway,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Not Stated,545,24,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Oman,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Pakistan,10,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Papua New Guinea,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Philippines,23,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Poland,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Qatar,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Romania,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Russia,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Rwanda,5,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Samoa,89,7,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Saudi Arabia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Singapore,6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Slovakia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Solomon Islands,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Somalia,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,South Africa,25,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Spain,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Sri Lanka,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Sweden,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Switzerland,4,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Syria,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Taiwan,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Thailand,17,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Tonga,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,TOTAL,1338,52,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Turkey,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Tuvalu,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Ukraine,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,United Arab Emirates,14,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,United Kingdom,76,8,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,United States of America,19,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Vanuatu,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Viet Nam,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Western Sahara,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Yemen,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Argentina,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Australia,6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Austria,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Bangladesh,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Belarus,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Belgium,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Bhutan,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Botswana,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Brazil,23,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Brunei Darussalam,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Cambodia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Canada,4,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Chile,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,"China, People's Republic of",236,14,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Colombia,31,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Costa Rica,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Curacao,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Cyprus,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Denmark,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Ecuador,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Egypt,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Estonia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Ethiopia,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Fiji,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Finland,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,France,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,French Polynesia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Germany,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Ghana,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Hong Kong (Special Administrative Region),6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Iceland,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,India,297,9,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Indonesia,15,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Iran,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Ireland,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Israel,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Italy,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Japan,14,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Kazakhstan,4,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Kenya,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Kiribati,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,"Korea, Republic of",26,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Kuwait,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Laos,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Latvia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Lebanon,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Luxembourg,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Macau (Special Administrative Region),1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Malaysia,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Maldives,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Mexico,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Myanmar,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Nepal,21,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Netherlands,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,New Caledonia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,New Zealand,4,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Norway,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Not Stated,310,16,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Oman,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Pakistan,10,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Papua New Guinea,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Peru,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Philippines,83,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Qatar,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Romania,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Russia,12,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Samoa,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Saudi Arabia,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Serbia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Singapore,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Slovakia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Slovenia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,South Africa,127,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Spain,6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Sri Lanka,29,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,St Lucia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Sweden,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Switzerland,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Taiwan,4,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Tanzania,2,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Thailand,41,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Tonga,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,TOTAL,1518,42,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Turkey,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Ukraine,6,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,United Arab Emirates,9,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,United Kingdom,29,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,United States of America,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Vanuatu,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Viet Nam,44,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Yemen,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Student,Zimbabwe,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Afghanistan,11,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Albania,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Algeria,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Andorra,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Angola,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Antigua and Barbuda,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Argentina,47,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Armenia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Australia,2041,94,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Austria,27,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Azerbaijan,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Bahamas,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Bahrain,5,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Bangladesh,14,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Barbados,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Belarus,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Belgium,30,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Belize,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Benin,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Bermuda,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Bhutan,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Bolivia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Bosnia and Herzegovina,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Botswana,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Brazil,64,7,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Brunei Darussalam,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Bulgaria,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Burkina Faso,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Burundi,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Cambodia,16,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Cameroon,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Canada,207,13,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Cayman Islands,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Chile,91,8,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,"China, People's Republic of",1095,42,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Christmas Island,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Colombia,37,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Cook Islands,44,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Costa Rica,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Croatia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Cuba,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Curacao,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Cyprus,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",50,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Denmark,23,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Dominican Republic,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Ecuador,27,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Egypt,10,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,El Salvador,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Eritrea,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Estonia,4,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Ethiopia,10,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Faeroe Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Falkland Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Fiji,122,14,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Finland,18,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Former Yugoslav Republic of Macedonia (FYROM),0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,France,272,18,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,French Polynesia,21,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Gaza Strip/Palestine/West Bank,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Georgia,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Germany,411,26,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Ghana,4,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Gibraltar,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Greece,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Greenland,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Guadeloupe,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Guam,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Guatemala,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Haiti,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Honduras,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Hong Kong (Special Administrative Region),86,8,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Hungary,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Iceland,4,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,India,722,21,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Indonesia,68,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Iran,15,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Iraq,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Ireland,61,7,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Israel,26,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Italy,49,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Jamaica,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Japan,112,11,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Jordan,10,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Kazakhstan,8,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Kenya,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Kiribati,7,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,"Korea, Republic of",153,15,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Kosovo,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Kuwait,6,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Kyrgyzstan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Laos,5,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Latvia,6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Lebanon,4,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Libya,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Liechtenstein,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Lithuania,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Luxembourg,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Macau (Special Administrative Region),5,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Madagascar,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Malawi,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Malaysia,106,10,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Maldives,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Mali,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Malta,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Marshall Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Mauritania,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Mauritius,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Mexico,11,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,"Micronesia, Federated States of",0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Moldova,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Monaco,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Mongolia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Montenegro,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Morocco,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Mozambique,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Myanmar,5,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Nauru,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Nepal,35,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Netherlands,88,9,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,New Caledonia,16,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,New Zealand,43,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Nicaragua,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Nigeria,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Niue,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Norfolk Island,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Northern Mariana Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Norway,6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Not Stated,3101,66,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Oman,4,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Pakistan,32,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Palau,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Panama,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Papua New Guinea,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Paraguay,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Peru,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Philippines,395,16,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Poland,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Portugal,4,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Qatar,22,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Reunion,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Romania,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Russia,81,10,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Rwanda,6,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Samoa,269,19,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,"Samoa, American",4,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Saudi Arabia,35,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Senegal,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Serbia,5,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Singapore,110,10,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Slovakia,4,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Slovenia,6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Solomon Islands,6,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Somalia,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,South Africa,556,33,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,South Sudan,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Spain,39,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Sri Lanka,69,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,St Lucia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,St Maarten (Dutch Part),0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Sudan,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,"Swaziland (to Sep 2018), Eswatini (from Oct 2018)",0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Sweden,39,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Switzerland,69,7,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Syria,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Taiwan,55,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Tajikistan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Tanzania,5,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Thailand,122,13,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Timor-Leste,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Tokelau,5,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Tonga,109,16,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,TOTAL,13219,262,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Trinidad and Tobago,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Tunisia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Turkey,14,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Turkmenistan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Turks and Caicos Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Tuvalu,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Uganda,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Ukraine,24,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,United Arab Emirates,77,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,United Kingdom,866,32,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,United States of America,451,29,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Uruguay,11,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Uzbekistan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Vanuatu,50,16,Provisional
2018-10,2018-11,Arrivals,TOTAL,TOTAL,Venezuela,0,0,Provisional
